lat	lon		url
50.686914	-4.692832	Boscastle, Cornwall	https://www.theguardian.com/money/2017/sep/29/lets-move-to-boscastle-cornwall
55.5649971	-5.5659523	Kintyre peninsula, Argyll and Bute	https://www.theguardian.com/money/2017/sep/22/lets-move-kintyre-peninsula-argyll-bute-gorgeous
52.376491	1.108394	Diss, Norfolk	https://www.theguardian.com/money/2017/sep/08/lets-move-to-diss-norfolk
50.855171	-0.555119	Arundel, West Sussex	https://www.theguardian.com/money/2017/sep/01/lets-move-to-arundel-arendelle
53.234447	-0.53625	Lincoln, UK	https://www.theguardian.com/money/2017/oct/27/lets-move-to-lincoln-property
55.770242	-2.005395	Berwick-upon-Tweed, Northumberland	https://www.theguardian.com/money/2017/oct/20/lets-move-to-berwick-upon-tweed-northumberland
51.561246	-0.230969	Dollis Hill, north-west London	https://www.theguardian.com/money/2017/oct/06/lets-move-dollis-hill-north-west-london-silicon-research-labs
52.056398	-2.715974	Hereford	https://www.theguardian.com/money/2017/nov/24/lets-move-to-hereford-tom-dyckhoff
52.651282	-0.480216	Stamford, Lincolnshire	https://www.theguardian.com/money/2017/nov/17/lets-move-to-stamford-lincolnshire
51.230751	-2.320096	Frome, Somerset	https://www.theguardian.com/money/2017/nov/10/lets-move-to-frome-somerset-property
51.487402	-0.607942	Windsor & Eton, Berkshire	https://www.theguardian.com/money/2017/nov/03/lets-move-windsor-eton-berkshire-castle
51.556619	0.076251	Ilford, east London	https://www.theguardian.com/money/2017/may/26/lets-move-ilford-east-london-boomtown-property-tom-dyckhoff
55.310464	-1.909547	Rothbury, Northumberland	https://www.theguardian.com/money/2017/may/19/rothbery-northumberland-property-guide-perfect-idyll
52.412856	0.751657	Thetford, Norfolk	https://www.theguardian.com/money/2017/may/12/lets-move-to-thetford-norfolk
51.7684444	-3.0850614	Blaenafon, Gwent	https://www.theguardian.com/money/2017/may/05/lets-move-to-blaenafon-gwent
50.9867009	-0.6107242	Petworth, West Sussex	https://www.theguardian.com/money/2017/mar/24/lets-move-to-petworth-and-pulborough-west-sussex-miss-marple
