lat	lon		url
53.2954573	-4.6313884	Holy Island, Anglesey, North Wales	https://www.theguardian.com/money/2012/dec/21/lets-move-holy-island-anglesey-wales
51.040565	-3.552937	Exmoor	https://www.theguardian.com/money/2012/dec/14/lets-move-to-exmoor-somerset-devon
54.195138	-3.09267	Ulverston, Cumbria	https://www.theguardian.com/money/2012/dec/07/lets-move-to-ulverston-cumbria
51.718495	-1.968243	Cirencester, Gloucestershire	https://www.theguardian.com/money/2012/aug/31/lets-move-to-circencester-gloucestershire
51.992265	-2.15796	Tewkesbury, Gloucestershire	https://www.theguardian.com/money/2012/aug/24/lets-move-to-tewkesbury-gloucestershire
51.43148	-0.515525	Staines-upon-Thames, Surrey	https://www.theguardian.com/money/2012/aug/17/lets-move-staines-upon-thames
50.6144279	-2.457621	Weymouth, Dorset	https://www.theguardian.com/money/2012/aug/10/lets-move-weymouth-dorset
53.9104	-0.173953	Hornsea, East Riding, Yorkshire	https://www.theguardian.com/money/2012/aug/03/lets-move-to-hornsea-withernsea-holderness
51.412626	0.077487	Chislehurst, Greater London	https://www.theguardian.com/money/2012/apr/27/lets-move-to-chislehurst
53.3869046	-2.3488983	Altrincham, Greater Manchester	https://www.theguardian.com/money/2012/apr/20/lets-move-to-altrincham-hale
52.1075894	0.7954572	Lavenham, Suffolk	https://www.theguardian.com/money/2012/apr/13/lets-move-to-lavenham-suffolk
