lat	lon		url
52.19173	-1.708298	Stratford-on-Avon, Warwickshire	https://www.theguardian.com/money/2011/sep/30/lets-move-stratford-on-avon
51.474191	-0.069137	Peckham, south London	https://www.theguardian.com/money/2011/sep/23/lets-move-to-peckham-south-london
51.702655	-0.70319	Great Missenden, Bucks	https://www.theguardian.com/money/2011/sep/16/move-to-great-missenden-prestwood-bucks
53.683298	-1.505924	Wakefield, West Yorkshire	https://www.theguardian.com/money/2011/sep/09/lets-move-to-wakefield-west-yorkshire
53.321356	-0.945503	Retford, Nottinghamshire	https://www.theguardian.com/money/2011/sep/02/lets-move-to-retford-nottinghamshire
50.608277	-1.960769	Swanage, Dorset	https://www.theguardian.com/money/2011/oct/21/lets-move-swanage-dorset
54.9966124	-7.3085748	Derry	https://www.theguardian.com/money/2011/oct/14/derry-londonderry-property-northern-ireland
50.6310452	-4.3152165	Tamar Valley, Devon	https://www.theguardian.com/money/2011/oct/07/lets-move-to-tamar-valley
51.388	0.506721	Rochester, Kent	https://www.theguardian.com/money/2011/nov/25/lets-move-to-rochester-kent
53.0700391	-0.80657	Newark-on-Trent, Nottinghamshire	https://www.theguardian.com/money/2011/nov/18/lets-move-to-newark-nottinghamshire
50.758531	-1.5419099	Lymington, Hampshire	https://www.theguardian.com/money/2011/nov/11/lets-move-lymington-hampshire
51.127889	-3.003632	Bridgwater, Somerset	https://www.theguardian.com/money/2011/nov/05/lets-move-to-bridgwater-somerset
51.746997	-0.974188	Thame, Oxfordshire	https://www.theguardian.com/money/2011/may/28/lets-move-to-thame-oxfordshire
52.2851905	-1.5200789	Leamington Spa, Warwickshire	https://www.theguardian.com/money/2011/may/21/lets-move-to-leamington-spa
52.666317	0.158797	Wisbech, Cambridgeshire	https://www.theguardian.com/money/2011/may/14/lets-move-to-wisbech-cambridgeshire
51.5459269	0.7077123	Southend, Essex	https://www.theguardian.com/money/2011/may/07/lets-move-to-southend-shoeburyness-essex
53.867795	-1.912358	Keighley, West Yorkshire	https://www.theguardian.com/money/2011/mar/26/lets-move-to-keighley-and-haworth-west-yorkshire
52.4608009	-1.914995	Edgbaston, Birmingham	https://www.theguardian.com/money/2011/mar/12/lets-move-to-edgbaston-birmingham
54.011022	-1.47102	Knaresborough, North Yorkshire	https://www.theguardian.com/money/2011/mar/05/lets-move-to-knaresborough-north-yorkshire
51.414661	-0.114299	Norbury, south London	https://www.theguardian.com/money/2011/jun/24/lets-move-to-norbury-south-london
51.4350979	-1.2076304	Bucklebury, Berkshire	https://www.theguardian.com/money/2011/jun/18/lets-move-to-bucklebury-berkshire
52.2257	-2.742772	Leominster, Herefordshire	https://www.theguardian.com/money/2011/jun/11/lets-move-to-leominster-herefordshire
54.3	-2.15	Wensleydale, North Yorkshire	https://www.theguardian.com/money/2011/jun/04/lets-move-to-wensleydale-north-yorkshire
51.068785	-1.794472	Salisbury	https://www.theguardian.com/money/2011/jul/29/lets-move-to-salisbury
54.601276	-3.134706	Keswick	https://www.theguardian.com/money/2011/jul/15/lets-move-keswick-northern-lake-district
51.561948	-0.013139	Leyton, east London	https://www.theguardian.com/money/2011/jul/08/lets-move-to-leyton-east-london
55.16875	-1.687493	Morpeth, Northumberland	https://www.theguardian.com/money/2011/jul/01/lets-move-morpeth-northumberland
50.996993	0.9590755	Romney Marsh, Kent	https://www.theguardian.com/money/2011/jan/29/lets-move-to-romney-marsh-kent
51.389646	1.3868339	Margate, Kent	https://www.theguardian.com/money/2011/jan/22/lets-move-to-margate-kent
54.58156	-0.975134	Saltburn-by-the-Sea, North Yorkshire	https://www.theguardian.com/money/2011/jan/15/lets-move-to-saltburn-by-the-sea
51.5264898	-0.1078746	Clerkenwell, central London	https://www.theguardian.com/money/2011/jan/08/lets-move-to-clerkenwell-central-london
56.704361	-3.729711	Pitlochry	https://www.theguardian.com/money/2011/jan/01/lets-move-to-pitlochry
52.97894	-0.026577	Boston, Lincolnshire	https://www.theguardian.com/money/2011/feb/26/lets-move-to-boston-lincolnshire
52.0629009	-1.339775	Banbury, Oxfordshire	https://www.theguardian.com/money/2011/feb/19/banbury-oxfordshire-property-lets-move
55.6453815	-3.1721886	Peebles, Peeblesshire	https://www.theguardian.com/money/2011/feb/12/lets-move-to-peebles-peeblesshire
52.909359	1.086747	Holt, Norfolk	https://www.theguardian.com/money/2011/feb/05/lets-move-to-holt-norfolk
51.059771	-1.310142	Winchester	https://www.theguardian.com/money/2011/dec/23/lets-move-to-winchester
50.844949	-1.788817	Ringwood, Hampshire	https://www.theguardian.com/money/2011/dec/16/lets-move-to-ringwood-hampshire
53.557788	-1.9949813	Saddleworth, Greater Manchester	https://www.theguardian.com/money/2011/dec/09/lets-move-to-saddleworth-greater-manchester
54.068246	-2.277655	Settle, North Yorkshire	https://www.theguardian.com/money/2011/dec/02/lets-move-to-settle-ribblesdale
51.943544	-1.542189	Chipping Norton, Oxfordshire	https://www.theguardian.com/money/2011/aug/26/lets-move-to-chipping-norton-oxon
51.071739	1.081937	Hythe, Kent	https://www.theguardian.com/money/2011/aug/19/lets-move-to-hythe-sandgate-kent
52.615065	-1.1200349	Clarendon Park, Leicester	https://www.theguardian.com/money/2011/aug/12/lets-move-to-clarendon-park-stoneygate-leicester
50.634675	-1.175199	Shanklin, Isle of Wight	https://www.theguardian.com/money/2011/aug/04/lets-move-to-shanklin-isle-of-wight
51.533033	-0.07069	Haggerston, east London	https://www.theguardian.com/money/2011/apr/30/lets-move-to-haggerston-east-london
51.4990248	-3.1526313	Roath, Cardiff	https://www.theguardian.com/money/2011/apr/23/lets-move-to-roath-and-cathays-cardiff
51.20428	-3.481152	Minehead, Somerset	https://www.theguardian.com/money/2011/apr/16/lets-move-to-minehead-and-dunster
52.8962101	-4.5040799	Llŷn Peninsula, north Wales	https://www.theguardian.com/money/2011/apr/02/lets-move-to-llyn-peninsula
