lat	lon		url
52.242793	-4.2581619	Aberaeron, Ceredigion	https://www.theguardian.com/money/2016/sep/30/lets-move-to-aberaeron-ceredigion
51.4571477	-0.1230681	Lambeth, London	https://www.theguardian.com/money/2016/sep/23/lets-move-to-lambeth-south-london
51.8786707	-0.4200255	Luton, Bedfordshire	https://www.theguardian.com/money/2016/sep/16/lets-move-to-luton-bedfordshire-very-connected
54.364703	-2.919627	Bowness	https://www.theguardian.com/money/2016/sep/09/lets-move-bowness-windermere-charm-cutesy
53.8382402	-1.7896135	Saltaire	https://www.theguardian.com/money/2016/sep/02/lets-move-to-saltaire-west-yorkshire
50.81787	-0.372882	Worthing, West Sussex	https://www.theguardian.com/money/2016/oct/28/worthing-west-sussex-property-guide-lets-move-to
51.44944444	-2.615	Hotwells	https://www.theguardian.com/money/2016/oct/21/lets-move-to-hotwells-bristol-property
56.394994	-3.4308381	Perth, Perthshire	https://www.theguardian.com/money/2016/oct/14/lets-move-to-perth-scotland
51.280233	1.0789089	Canterbury, Kent	https://www.theguardian.com/money/2016/oct/07/lets-move-to-canterbury-getting-mojo-back
51.752725	-0.339436	St Albans	https://www.theguardian.com/money/2016/nov/25/lets-move-to-st-albans-hertfordshire
51.582426	-0.09966	Harringay, north London	https://www.theguardian.com/money/2016/nov/18/lets-move-to-harringay-north-london
54.903367	-5.024055	Stranraer, Dumfries and Galloway	https://www.theguardian.com/money/2016/nov/11/lets-move-to-stranraer-and-the-rhinns-dumfries-and-galloway
50.7511782	-3.279352	Ottery St Mary, Devon	https://www.theguardian.com/money/2016/nov/04/lets-move-to-ottery-st-mary-quaint-customs
51.266969	0.071827	Westerham, Kent	https://www.theguardian.com/money/2016/may/27/lets-move-to-westerham-west-malling-west-kent-downs
51.5474028	0.6472769	Leigh-on-Sea	https://www.theguardian.com/money/2016/may/20/lets-move-to-leigh-on-sea
51.400208	-0.075726	South Norwood, south London	https://www.theguardian.com/money/2016/may/13/lets-move-to-south-norwood-thornton-heath-south-london
52.272031	-3.005157	Presteigne	https://www.theguardian.com/money/2016/may/06/the-marches-property-tom-dyckhoff-lets-move-to
52.598233	1.728047	Great Yarmouth	https://www.theguardian.com/money/2016/mar/25/great-yarmouth-property-lets-move-to
50.887403	-0.326676	Steyning, West Sussex	https://www.theguardian.com/money/2016/mar/18/lets-move-to-steyning-west-sussex-tom-dyckhoff
50.659678	-3.767893	Moretonhampstead, Devon	https://www.theguardian.com/money/2016/mar/04/lets-move-to-moretonhampstead-east-dartmoor-devon
55.847258	-4.440114	Paisley, Renfrewshire	https://www.theguardian.com/money/2016/jun/24/lets-move-to-paisley-renfrewshire
51.535764	-0.902894	Henley-on-Thames, Oxfordshire	https://www.theguardian.com/money/2016/jun/17/lets-move-to-henley-on-thames-oxfordshire
51.2296539	-3.840102	Lynton, north Devon	https://www.theguardian.com/money/2016/jun/10/lets-move-to-lynton-and-lynmouth-devon
52.7073029	-2.7553268	Shrewsbury, Shropshire	https://www.theguardian.com/money/2016/jun/03/lets-move-to-shrewsbury-shropshire
51.8116533	-2.7163045	Monmouth	https://www.theguardian.com/money/2016/jul/29/lets-move-monmouth-and-lower-wye-valley-tom-dyckhoff
51.67078	-1.2879529	Abingdon, Oxfordshire	https://www.theguardian.com/money/2016/jul/22/lets-move-to-abingdon-oxfordshire-tom-dyckhoff
51.484807	0.087142	Plumstead, south-east London	https://www.theguardian.com/money/2016/jul/15/lets-move-to-plumstead-south-east-london
51.724376	-0.834518	Princes Risborough, Buckinghamshire	https://www.theguardian.com/money/2016/jul/08/lets-move-to-princes-risborough-buckinghamshire
52.459333	1.566053	Beccles, Suffolk	https://www.theguardian.com/money/2016/jul/01/lets-move-to-beccles-suffolk
52.411811	-1.77761	Solihull, West Midlands	https://www.theguardian.com/money/2016/jan/29/lets-move-to-solihull-west-midlands
51.214321	-0.798802	Farnham, Surrey	https://www.theguardian.com/money/2016/jan/22/lets-move-to-farnham-surrey
51.108039	-4.161014	Braunton, Devon	https://www.theguardian.com/money/2016/jan/15/lets-move-braunton-croyde-woolacombe-devon
51.0469533	-1.9897434	Nadder valley, Wiltshire	https://www.theguardian.com/money/2016/jan/01/lets-move-nadder-valley-wiltshire
54.812167	-2.438685	Alston, Cumbria	https://www.theguardian.com/money/2016/feb/26/lets-move-alston-cumbria
55.842977	-4.2635766	Glasgow Southside	https://www.theguardian.com/money/2016/feb/19/lets-move-to-glasgow-southside-tom-dyckhoff
51.4941081	0.1212704	Abbey Wood, south-east London	https://www.theguardian.com/money/2016/feb/12/lets-move-to-abbey-wood-south-east-london
53.618498	-1.88121	Slaithwaite, West Yorkshire	https://www.theguardian.com/money/2016/feb/05/lets-move-slaithwaite-colne-valley-west-yorkshire
51.993927	-4.975989	Fishguard, Pembrokeshire	https://www.theguardian.com/money/2016/dec/16/lets-move-to-fishguard-and-newport-pembrokeshire-wales-idyllic
51.1278758	1.3134027	Dover, Kent	https://www.theguardian.com/money/2016/dec/09/lets-move-dover-kent-on-its-uppers-tom-dyckhoff
50.949708	0.73726	Rye, East Sussex	https://www.theguardian.com/money/2016/dec/02/lets-move-rye-east-sussex-tom-dyckhoff
52.481138	1.753449	Lowestoft, Suffolk	https://www.theguardian.com/money/2016/aug/19/lets-move-to-lowestoft-suffolk-tom-dyckhoff
55.673865	-3.782138	Lanark	https://www.theguardian.com/money/2016/aug/12/lets-move-lanark-commuter-heaven
50.738308	-4.004263	Okehampton, Devon	https://www.theguardian.com/money/2016/aug/05/lets-move-to-okehampton-devon
55.2082542	-2.0784138	Northumberland	https://www.theguardian.com/money/2016/apr/29/lets-move-to-alnmouth-amble-warkworth-northumberland
53.052819	-1.405792	Ripley, Derbyshire	https://www.theguardian.com/money/2016/apr/22/lets-move-ripley-derbyshire-most-english-town
51.0781599	-4.058338	Barnstaple	https://www.theguardian.com/money/2016/apr/15/barnstaple-devon-property-lets-move-to
53.137033	-3.795732	Llanrwst, Conwy	https://www.theguardian.com/money/2016/apr/08/lets-move-to-llanrwst-conwy
51.957205	-1.969204	Winchcombe, Gloucestershire	https://www.theguardian.com/money/2016/apr/01/lets-move-to-winchcombe-gloucestershire
